Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,HOST,samp_size,ref_biomaterial,Source_material_ID
SRR11661715,WGS,502,1036094366,PRJNA590225,SAMN14790040,Metagenome or environmental,643320231,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8222658,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0002_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0002_MG,SRP230357,Homo sapiens,7,Scotland,
SRR11661716,WGS,502,2087156866,PRJNA590225,SAMN14790075,Metagenome or environmental,1210361158,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8222657,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0063_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0063_MG,SRP230357,Homo sapiens,42,,
SRR11661717,WGS,502,1449839252,PRJNA590225,SAMN14790074,Metagenome or environmental,854428567,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8222656,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0061_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:45:00Z,1,TT0061_MG,SRP230357,Homo sapiens,41,,
SRR11661718,WGS,502,1771478684,PRJNA590225,SAMN14790073,Metagenome or environmental,1152101861,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8222655,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0038_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0038_MG,SRP230357,Homo sapiens,40,,
SRR11661719,WGS,502,1874763678,PRJNA590225,SAMN14790072,Metagenome or environmental,1208385685,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8222654,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0034_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0034_MG,SRP230357,Homo sapiens,39,,
SRR11661720,WGS,502,1802040444,PRJNA590225,SAMN14790071,Metagenome or environmental,1065952169,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8222653,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0033_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0033_MG,SRP230357,Homo sapiens,38,,
SRR11661721,WGS,502,1611829130,PRJNA590225,SAMN14790070,Metagenome or environmental,945699971,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8222652,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0030_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0030_MG,SRP230357,Homo sapiens,37,,
SRR11661722,WGS,502,1402378164,PRJNA590225,SAMN14790069,Metagenome or environmental,835763257,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8222651,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0021_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0021_MG,SRP230357,Homo sapiens,36,,
SRR11661723,WGS,502,938570324,PRJNA590225,SAMN14790068,Metagenome or environmental,547861880,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8222650,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0019_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,TT0019_MG,SRP230357,Homo sapiens,35,,
SRR11661724,WGS,502,935146684,PRJNA590225,SAMN14790067,Metagenome or environmental,541413992,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8222649,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,TT0018_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:44:00Z,1,TT0018_MG,SRP230357,Homo sapiens,34,,
SRR11661725,WGS,502,901742098,PRJNA590225,SAMN14790066,Metagenome or environmental,507568286,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8222648,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,SG0012_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:45:00Z,1,SG0012_MG,SRP230357,Homo sapiens,33,,
SRR11661726,WGS,502,878785638,PRJNA590225,SAMN14790039,Metagenome or environmental,548291309,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8222647,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,CH0035_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:45:00Z,1,CH0035_MG,SRP230357,Homo sapiens,6,,
SRR11661727,WGS,502,963637694,PRJNA590225,SAMN14790065,Metagenome or environmental,547954546,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8222646,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,KL0010_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,KL0010_MG,SRP230357,Homo sapiens,32,Malaysia,
SRR11661728,WGS,502,995343512,PRJNA590225,SAMN14790064,Metagenome or environmental,557468159,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8222645,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,KL0003_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,KL0003_MG,SRP230357,Homo sapiens,31,Malaysia,
SRR11661729,WGS,502,1037055696,PRJNA590225,SAMN14790063,Metagenome or environmental,649951349,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8222644,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,KL0002_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,KL0002_MG,SRP230357,Homo sapiens,30,Malaysia,
SRR11661730,WGS,502,2160528182,PRJNA590225,SAMN14790062,Metagenome or environmental,1209056891,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8222643,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0099_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:47:00Z,1,DU0099_MG,SRP230357,Homo sapiens,29,Scotland,
SRR11661731,WGS,502,2433120708,PRJNA590225,SAMN14790061,Metagenome or environmental,1366836455,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8222642,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0087_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:48:00Z,1,DU0087_MG,SRP230357,Homo sapiens,28,Scotland,
SRR11661732,WGS,502,1010845774,PRJNA590225,SAMN14790060,Metagenome or environmental,578038283,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8222641,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0083_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0083_MG,SRP230357,Homo sapiens,27,Scotland,
SRR11661733,WGS,502,971427730,PRJNA590225,SAMN14790059,Metagenome or environmental,541866891,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8222640,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0077_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0077_MG,SRP230357,Homo sapiens,26,Scotland,
SRR11661734,WGS,502,1046964674,PRJNA590225,SAMN14790058,Metagenome or environmental,570839256,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8222639,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0076_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0076_MG,SRP230357,Homo sapiens,25,Scotland,
SRR11661735,WGS,502,1010518972,PRJNA590225,SAMN14790057,Metagenome or environmental,560833629,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8222638,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0074_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:47:00Z,1,DU0074_MG,SRP230357,Homo sapiens,24,Scotland,
SRR11661736,WGS,502,767823056,PRJNA590225,SAMN14790056,Metagenome or environmental,456548049,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8222637,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0071_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0071_MG,SRP230357,Homo sapiens,23,Scotland,
SRR11661737,WGS,502,1196597320,PRJNA590225,SAMN14790038,Metagenome or environmental,744102508,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8222636,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,CH0023_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:47:00Z,1,CH0023_MG,SRP230357,Homo sapiens,5,,
SRR11661738,WGS,502,837167328,PRJNA590225,SAMN14790055,Metagenome or environmental,507038682,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8222635,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0064_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0064_MG,SRP230357,Homo sapiens,22,Scotland,
SRR11661739,WGS,502,885659524,PRJNA590225,SAMN14790054,Metagenome or environmental,534009405,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8222634,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0063_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0063_MG,SRP230357,Homo sapiens,21,Scotland,
SRR11661740,WGS,502,699982274,PRJNA590225,SAMN14790053,Metagenome or environmental,404531757,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8222633,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0059_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0059_MG,SRP230357,Homo sapiens,20,Scotland,
SRR11661741,WGS,502,746338460,PRJNA590225,SAMN14790052,Metagenome or environmental,432773903,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8222632,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0058_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0058_MG,SRP230357,Homo sapiens,19,Scotland,
SRR11661742,WGS,502,778035242,PRJNA590225,SAMN14790051,Metagenome or environmental,442703680,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8222631,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0047_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0047_MG,SRP230357,Homo sapiens,18,Scotland,
SRR11661743,WGS,502,860992248,PRJNA590225,SAMN14790050,Metagenome or environmental,496501325,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8222630,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0038_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0038_MG,SRP230357,Homo sapiens,17,Scotland,
SRR11661744,WGS,502,829439540,PRJNA590225,SAMN14790049,Metagenome or environmental,477938435,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8222629,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0034_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:46:00Z,1,DU0034_MG,SRP230357,Homo sapiens,16,Scotland,

